Code poste;Nom poste;FONCTION;Etat;Tension (kV);Longitude poste (DD);Latitude poste (DD);Géo-point poste (DD)
M.PON;MARTIGUES-PONTEAU;Poste de transformation;EN EXPLOITATION;400kV;5.021655447879452;43.36029088434098;43.36029088434098, 5.021655447879452
M.SEN;MIRAMONT-SENSACQ;Poste de transformation;EN EXPLOITATION;63kV;-0.30611993589936026;43.592901985833485;43.592901985833485, -0.30611993589936026
MACON;MACON;Poste de transformation;EN EXPLOITATION;225kV;4.773064272952656;46.28787986748642;46.28787986748642, 4.773064272952656
MADE6;MADELEINE (LA);Poste de transformation;EN EXPLOITATION;225kV;6.26372265418499;48.63644986636072;48.63644986636072, 6.26372265418499
MAGN5;MAGNAZEIX;Poste de transformation;EN EXPLOITATION;90kV;1.2536042587734655;46.31727053732866;46.31727053732866, 1.2536042587734655
MAIGN;MAIGNELAY;Poste de transformation;EN EXPLOITATION;63kV;2.527956171458772;49.554743673274;49.554743673274, 2.527956171458772
MAINV;MAINVILLIERS;Poste de transformation;EN EXPLOITATION;90kV;1.4581255188459803;48.45697257697647;48.45697257697647, 1.4581255188459803
MALA8;MALADRERIE (CLIENT);Poste de transformation;EN EXPLOITATION;63kV;2.4991607278543;49.279313242810176;49.279313242810176, 2.4991607278543
MALAU;MALAUNAY;Poste de transformation;EN EXPLOITATION;90kV;1.0329306070832518;49.52459829069633;49.52459829069633, 1.0329306070832518
MALLI;MALLIFAUD;Poste de transformation;EN EXPLOITATION;63kV;5.722008353943441;45.181726603870196;45.181726603870196, 5.722008353943441
MALPL;MALPLAQUET;Poste de transformation;EN EXPLOITATION;90kV;3.114675275264488;50.77662954634732;50.77662954634732, 3.114675275264488
MAMER;MAMERS;Poste de transformation;EN EXPLOITATION;90kV;0.35727749822785543;48.34610663606683;48.34610663606683, 0.35727749822785543
MANEG;MANEGUEN;Poste de transformation;EN EXPLOITATION;63kV;-3.3228179973398415;47.780592721709226;47.780592721709226, -3.3228179973398415
MANO5;MANOISE;Poste de transformation;EN EXPLOITATION;63kV;3.670384662097886;49.58405191551442;49.58405191551442, 3.670384662097886
MANOM;MANOM;Poste de transformation;EN EXPLOITATION;63kV;6.176828744257808;49.367916309136056;49.367916309136056, 6.176828744257808
MANOS;MANOSQUE;Poste de transformation;EN EXPLOITATION;225kV;5.8334778704579335;43.850066964520444;43.850066964520444, 5.8334778704579335
MARA5;MARAIS (ASCOMETAL AU MARAIS);Poste de transformation;EN EXPLOITATION;63kV;4.395609317597387;45.46057564427926;45.46057564427926, 4.395609317597387
MARA8;MARANTE;Poste de transformation;EN EXPLOITATION;63kV;2.244144503726023;48.9320727790373;48.9320727790373, 2.244144503726023
MARC5;MARCILLAC;Poste de transformation;EN EXPLOITATION;90kV;2.03727352326512;45.215670633256494;45.215670633256494, 2.03727352326512
MARC8;MARCLAN;Poste de transformation;EN EXPLOITATION;63kV;1.3339587623423126;43.48705452075617;43.48705452075617, 1.3339587623423126
MARCL;MARCLAZ;Poste de transformation;EN EXPLOITATION;63kV;6.4492213400398;46.34811594151231;46.34811594151231, 6.4492213400398
MAREG;MAREGES;Poste de transformation;EN EXPLOITATION;225kV;2.365145320161287;45.3896569478239;45.3896569478239, 2.365145320161287
MARIE;MARIENAU;Poste de transformation;EN EXPLOITATION;63kV;6.86613510949521;49.17425465009137;49.17425465009137, 6.86613510949521
MARM5;MARMANDE;Poste de transformation;EN EXPLOITATION;63kV;0.16865794432568265;44.513719051707064;44.513719051707064, 0.16865794432568265
MAROL;MAROLLES;Poste de transformation;EN EXPLOITATION;225kV;4.612826590879959;48.719387019115196;48.719387019115196, 4.612826590879959
MARSI;MARSILLON;Poste de transformation;EN EXPLOITATION;400kV;-0.5936889068768243;43.38593883771761;43.38593883771761, -0.5936889068768243
MARTY;MARTYRE (LA);Poste de transformation;EN EXPLOITATION;400kV;-4.19346975313612;48.44410788881442;48.44410788881442, -4.19346975313612
MARZA;MARZAN;Poste de transformation;EN EXPLOITATION;63kV;-2.3279445068865714;47.53154214412895;47.53154214412895, -2.3279445068865714
MASSY;MASSY;Poste de transformation;EN EXPLOITATION;225kV;2.2814660954575947;48.72300409254038;48.72300409254038, 2.2814660954575947
MAUGE;MAUGES (LES);Poste de transformation;EN EXPLOITATION;225kV;-0.9439130683512721;47.26681108456311;47.26681108456311, -0.9439130683512721
MAURS;MAURS;Poste de transformation;EN EXPLOITATION;63kV;2.2058526133248466;44.69947503379345;44.69947503379345, 2.2058526133248466
MEDER;MEDERIC;Poste de transformation;EN EXPLOITATION;63kV;2.43722345875096;48.79939141165278;48.79939141165278, 2.43722345875096
MEDOQ;MEDOQUINE;Poste de transformation;EN EXPLOITATION;63kV;-0.5986012689134773;44.81724856517676;44.81724856517676, -0.5986012689134773
MEHUN;MEHUN (-SUR-YEVRE);Poste de transformation;EN EXPLOITATION;90kV;2.1964861340985817;47.15370880608359;47.15370880608359, 2.1964861340985817
MELGV;MELGVEN;Poste de transformation;EN EXPLOITATION;63kV;-3.833318046294672;47.91038039984512;47.91038039984512, -3.833318046294672
MENES;MENESPLET;Poste de transformation;EN EXPLOITATION;90kV;0.12859479855346986;45.00913841078246;45.00913841078246, 0.12859479855346986
MENTO;MENTON;Poste de transformation;EN EXPLOITATION;225kV;7.49387117770806;43.78408318932342;43.78408318932342, 7.49387117770806
MENUI;MENUIRES (LES);Poste de transformation;EN EXPLOITATION;63kV;6.53448331837083;45.32364112185311;45.32364112185311, 6.53448331837083
MERMO;MERMOZ;Poste de transformation;EN EXPLOITATION;63kV;4.870891876525227;45.737878711343534;45.737878711343534, 4.870891876525227
MESLA;MESLAY;Poste de transformation;EN EXPLOITATION;90kV;-0.5488364295560716;47.94314482491806;47.94314482491806, -0.5488364295560716
MESNI;MESNIL;Poste de transformation;EN EXPLOITATION;90kV;-1.0274637420709332;49.072147637442;49.072147637442, -1.0274637420709332
MESS5;MESSEMPRE (PORTIQUE);Poste de transformation;EN EXPLOITATION;63kV;5.164067014528195;49.67011346148825;49.67011346148825, 5.164067014528195
MESSE;MESSEMPRE (PROFILES ET TUBES DE L EST);Poste de transformation;EN EXPLOITATION;63kV;5.164337804785937;49.67013956304893;49.67013956304893, 5.164337804785937
MEUN5;MEUNIERS (LES);Poste de transformation;EN EXPLOITATION;90kV;0.3948324494691921;46.59698759281007;46.59698759281007, 0.3948324494691921
MIEGE;MIEGEBAT;Poste de transformation;EN EXPLOITATION;225kV;-0.44660101008827496;42.932318597003174;42.932318597003174, -0.44660101008827496
MIMI5;MIMIZAN (CLIENT);Poste de transformation;EN EXPLOITATION;63kV;-1.2496401487653286;44.206730179604065;44.206730179604065, -1.2496401487653286
MOHON;MOHON;Poste de transformation;EN EXPLOITATION;225kV;4.736458124161315;49.75322670516947;49.75322670516947, 4.736458124161315
MOISE;MOISENAY;Poste de transformation;EN EXPLOITATION;225kV;2.751506226067933;48.569496445841025;48.569496445841025, 2.751506226067933
MOLE;MOLE (LA);Poste de transformation;EN EXPLOITATION;225kV;2.3568620376444303;45.3941398032396;45.3941398032396, 2.3568620376444303
MOLIN;MOLINONS;Poste de transformation;EN EXPLOITATION;63kV;3.5311365309843294;48.22447744592036;48.22447744592036, 3.5311365309843294
MOLSH;MOLSHEIM;Poste de transformation;EN EXPLOITATION;225kV;7.4884618261537454;48.53230421144889;48.53230421144889, 7.4884618261537454
MONNA;MONNAIE;Poste de transformation;EN EXPLOITATION;90kV;0.7819630742092508;47.52415830294969;47.52415830294969, 0.7819630742092508
MORIG;MORIGNY;Poste de transformation;EN EXPLOITATION;90kV;2.1829192505080823;48.43320760627028;48.43320760627028, 2.1829192505080823
MORVE;MORVENT;Poste de transformation;EN EXPLOITATION;90kV;1.5668900381479416;49.016320918996705;49.016320918996705, 1.5668900381479416
MOTT5;MOTTE (LA) (VILLENEUVE-LES-AVIGNON);Poste de transformation;EN EXPLOITATION;225kV;4.827393174559518;43.98910775658434;43.98910775658434, 4.827393174559518
MOTTA;MOTTARET;Poste de transformation;EN EXPLOITATION;63kV;6.5729726709876175;45.375524422327686;45.375524422327686, 6.5729726709876175
MOUIL;MOUILLONNE (LA);Poste de transformation;EN EXPLOITATION;63kV;1.4453791660393713;43.34753750704176;43.34753750704176, 1.4453791660393713
MOUL9;MOULASSE (LA);Poste de transformation;EN EXPLOITATION;63kV;1.1723331887246125;42.963753418376044;42.963753418376044, 1.1723331887246125
MOULI;MOULINELLE (LA);Poste de transformation;EN EXPLOITATION;63kV;5.893495705243594;49.17105016008982;49.17105016008982, 5.893495705243594
MOUR5;MOURETTES (LES);Poste de transformation;EN EXPLOITATION;63kV;4.8838224886743475;44.89052232709892;44.89052232709892, 4.8838224886743475
MOUS6;MOUSSAC;Poste de transformation;EN EXPLOITATION;63kV;4.235445624917311;43.98303350314574;43.98303350314574, 4.235445624917311
MQION;MARQUION;Poste de transformation;EN EXPLOITATION;63kV;3.0696244589304373;50.21603306815805;50.21603306815805, 3.0696244589304373
MRNIE;MARTINIERE (LA);Poste de transformation;EN EXPLOITATION;63kV;4.737160010528322;44.28284163083949;44.28284163083949, 4.737160010528322
MTAGN;MONTAGNY (LES BEAUNE);Poste de transformation;EN EXPLOITATION;63kV;4.845670363639582;47.00108120621868;47.00108120621868, 4.845670363639582
MTBRO;MONTBRON;Poste de transformation;EN EXPLOITATION;90kV;0.49292818400855465;45.67358040280165;45.67358040280165, 0.49292818400855465
MTEZ5;MONTEZIC (POSTE EXTERIEUR);Poste de transformation;EN EXPLOITATION;400kV;2.638871783915643;44.73449799756079;44.73449799756079, 2.638871783915643
MTFER;MONTFERMY;Poste de transformation;EN EXPLOITATION;63kV;2.7979435058641204;45.88228492853372;45.88228492853372, 2.7979435058641204
MTIGN;MONTIGNAC;Poste de transformation;EN EXPLOITATION;90kV;1.1902819137957954;45.06192588568353;45.06192588568353, 1.1902819137957954
MTLAU;MONTLAUR;Poste de transformation;EN EXPLOITATION;63kV;1.5857233670218207;43.47022968343434;43.47022968343434, 1.5857233670218207
MTLU5;MONTLUC;Poste de transformation;EN EXPLOITATION;63kV;-1.7286667478244964;47.27549047771759;47.27549047771759, -1.7286667478244964
MTLUC;MONTLUCON;Poste de transformation;EN EXPLOITATION;225kV;2.604683545352355;46.320374001392416;46.320374001392416, 2.604683545352355
MTMAR;MONTMARTEL;Poste de transformation;EN EXPLOITATION;63kV;4.977434443501678;44.39363885835793;44.39363885835793, 4.977434443501678
MTMIR;MONTMIRAIL;Poste de transformation;EN EXPLOITATION;63kV;3.554140878210447;48.87099939736779;48.87099939736779, 3.554140878210447
MTPE5;MONTPEZAT (CLIENT);Poste de transformation;EN EXPLOITATION;63kV;1.5045813023010433;44.27160736562362;44.27160736562362, 1.5045813023010433
MTRON;MONTROND;Poste de transformation;EN EXPLOITATION;63kV;4.247335149271647;45.63869679611944;45.63869679611944, 4.247335149271647
MUHLB;MUHLBACH;Poste de transformation;EN EXPLOITATION;400kV;7.555916922223316;47.90735482641475;47.90735482641475, 7.555916922223316
MULHO;MULHOUSE;Poste de transformation;EN EXPLOITATION;63kV;7.352295517158688;47.749624757096484;47.749624757096484, 7.352295517158688
MURE5;MURE (LA);Poste de transformation;EN EXPLOITATION;63kV;5.783614943812528;44.9138545275513;44.9138545275513, 5.783614943812528
NAINT;NAINTRE;Poste de transformation;EN EXPLOITATION;90kV;0.5282961807574097;46.77997509205883;46.77997509205883, 0.5282961807574097
NAOUT;NAOUTOT;Poste de transformation;EN EXPLOITATION;225kV;-0.5179902639840238;43.85962842675286;43.85962842675286, -0.5179902639840238
NAPHT;NAPHTACHIMIE;Poste de transformation;EN EXPLOITATION;HORS TENSION;5.0229699996694785;43.383296999752964;43.383296999752964, 5.0229699996694785
NAUSS;NAUSSAC;Poste de transformation;EN EXPLOITATION;63kV;3.8294262501501963;44.750107773100275;44.750107773100275, 3.8294262501501963
NAY;NAY;Poste de transformation;EN EXPLOITATION;63kV;-0.24225881043197803;43.1826023871971;43.1826023871971, -0.24225881043197803
NEMOU;NEMOURS;Poste de transformation;EN EXPLOITATION;225kV;2.6878292734482043;48.23516671480642;48.23516671480642, 2.6878292734482043
NEUBO;NEUBOURG;Poste de transformation;EN EXPLOITATION;90kV;0.894840847884553;49.146245497354585;49.146245497354585, 0.894840847884553
NEVER;NEVERS;Poste de transformation;EN EXPLOITATION;63kV;3.1833859137146754;46.998286937008594;46.998286937008594, 3.1833859137146754
NEY;NEY;Poste de transformation;EN EXPLOITATION;225kV;2.3482240903214073;48.89756015607756;48.89756015607756, 2.3482240903214073
NOAIL;NOAILLES;Poste de transformation;EN EXPLOITATION;63kV;1.5155505289310873;45.091196570788796;45.091196570788796, 1.5155505289310873
NOGEN;NOGENTEL;Poste de transformation;EN EXPLOITATION;225kV;3.4063089886031896;49.02373698531356;49.02373698531356, 3.4063089886031896
NOGUE;NOGUERES;Poste de transformation;EN EXPLOITATION;HORS TENSION;-0.5927830000629193;43.38548900028298;43.38548900028298, -0.5927830000629193
NONTR;NONTRON;Poste de transformation;EN EXPLOITATION;63kV;0.6579005338698514;45.514400185479886;45.514400185479886, 0.6579005338698514
NOORD;NOORD (-GRACHT);Poste de transformation;EN EXPLOITATION;90kV;2.3473727076524233;51.0001899962792;51.0001899962792, 2.3473727076524233
NOYA5;NOYAL;Poste de transformation;EN EXPLOITATION;90kV;-1.6599311468785216;48.07946574152198;48.07946574152198, -1.6599311468785216
NOYAL;NOYALES;Poste de transformation;EN EXPLOITATION;63kV;3.557338498631267;49.89896800652782;49.89896800652782, 3.557338498631267
NUITS;NUITS (-SOUS-RAVIERES);Poste de transformation;EN EXPLOITATION;63kV;4.2116201807489935;47.71719465865016;47.71719465865016, 4.2116201807489935
O.CHA;ONET-LE-CHATEAU;Poste de transformation;EN EXPLOITATION;225kV;2.6073058488470395;44.387266645040114;44.387266645040114, 2.6073058488470395
OBERN;OBERNAI (ELECTRICITE DE STRASBOURG);Poste de transformation;EN EXPLOITATION;63kV;7.508230396791145;48.45930855375714;48.45930855375714, 7.508230396791145
OIRY;OIRY;Poste de transformation;EN EXPLOITATION;63kV;4.0346515479451375;49.00786149189388;49.00786149189388, 4.0346515479451375
OLETT;OLETTE;Poste de transformation;EN EXPLOITATION;63kV;2.2665280195710458;42.55310148560893;42.55310148560893, 2.2665280195710458
OLHAD;OLHADOKO;Poste de transformation;EN EXPLOITATION;HORS TENSION;-0.8895649995667904;43.140897999743665;43.140897999743665, -0.8895649995667904
OLONN;OLONNE;Poste de transformation;EN EXPLOITATION;90kV;-1.7609840216635828;46.53275732552342;46.53275732552342, -1.7609840216635828
ORELL;ORELLE;Poste de transformation;EN EXPLOITATION;225kV;6.578476263522661;45.20466472317777;45.20466472317777, 6.578476263522661
ORGEI;ORGEIX;Poste de transformation;EN EXPLOITATION;63kV;1.8644753831500602;42.71001521372267;42.71001521372267, 1.8644753831500602
OSTRO;OSTROHOVE;Poste de transformation;EN EXPLOITATION;90kV;1.6340865695086817;50.716571591603866;50.716571591603866, 1.6340865695086817
OXYGA;OXYGAZ;Poste de transformation;EN EXPLOITATION;225kV;6.164797353999133;49.28997749969571;49.28997749969571, 6.164797353999133
P.ARC;PONT-DE-L ARCHE;Poste de transformation;EN EXPLOITATION;90kV;1.193129941060977;49.314517136127535;49.314517136127535, 1.193129941060977
P.BEN;PIERRE-BENITE;Poste de transformation;EN EXPLOITATION;63kV;4.843017301744141;45.7024978865755;45.7024978865755, 4.843017301744141
P.CAM;PONT-DE-CAMPS;Poste de transformation;EN EXPLOITATION;150kV;-0.3922755489892333;42.86449838246717;42.86449838246717, -0.3922755489892333
P.GAS;PLESSIS-GASSOT;Poste de transformation;EN EXPLOITATION;400kV;2.432885094296219;49.03381801254307;49.03381801254307, 2.432885094296219
P.GR5;PLAN-DE-GRASSE;Poste de transformation;EN EXPLOITATION;225kV;6.940324816400379;43.65567283762161;43.65567283762161, 6.940324816400379
P.LAV;PRE LAVAL;Poste de transformation;EN EXPLOITATION;63kV;5.922793254398471;45.27019346914246;45.27019346914246, 5.922793254398471
P.MAC;PLESSIS-MACE;Poste de transformation;EN EXPLOITATION;90kV;-0.6448389508711828;47.55008794699906;47.55008794699906, -0.6448389508711828
P.MED;PIAN-MEDOC (LE);Poste de transformation;EN EXPLOITATION;63kV;-0.6261256125209836;44.94841904359303;44.94841904359303, -0.6261256125209836
P.MEE;PONT-DU-MEE;Poste de transformation;EN EXPLOITATION;63kV;2.63964922564004;48.52964248616272;48.52964248616272, 2.63964922564004
P.NOU;PORT-LA-NOUVELLE;Poste de transformation;EN EXPLOITATION;63kV;3.033610646759239;43.01361916555427;43.01361916555427, 3.033610646759239
P.RHI;PORT-DU-RHIN;Poste de transformation;EN EXPLOITATION;225kV;7.795752556148781;48.556945056070276;48.556945056070276, 7.795752556148781
P.RO5;PEAGE-DE-ROUSSILLON-NORD;Poste de transformation;EN EXPLOITATION;63kV;4.793734678621204;45.35838225223202;45.35838225223202, 4.793734678621204
P.RO7;PONT-ROUGE;Poste de transformation;EN EXPLOITATION;HORS TENSION;5.701602508400004;45.11492203394367;45.11492203394367, 5.701602508400004
P.ROL;PONT-ROLLAND;Poste de transformation;EN EXPLOITATION;63kV;-2.622935586653916;48.52037387997364;48.52037387997364, -2.622935586653916
P.ROS;PETITE-ROSSELLE;Poste de transformation;EN EXPLOITATION;225kV;6.881935166488991;49.197075395705575;49.197075395705575, 6.881935166488991
P.SAC;PORTE-SACHET;Poste de transformation;EN EXPLOITATION;63kV;5.803197043249477;46.36590465496264;46.36590465496264, 5.803197043249477
P.SI4;PUITS-SIMON IV;Poste de transformation;EN EXPLOITATION;63kV;6.92365815959723;49.21338979186114;49.21338979186114, 6.92365815959723
P.SIM;PORTET-ST-SIMON;Poste de transformation;EN EXPLOITATION;225kV;1.3869175712509993;43.52823725714121;43.52823725714121, 1.3869175712509993
P.TER;POIX-TERRON;Poste de transformation;EN EXPLOITATION;63kV;4.629975435790931;49.64784043872485;49.64784043872485, 4.629975435790931
P.VAR;PLAN-DU-VAR;Poste de transformation;EN EXPLOITATION;63kV;7.195577937997764;43.853724142188874;43.853724142188874, 7.195577937997764
P.VIL;PONT-LA-VILLE;Poste de transformation;EN EXPLOITATION;225kV;4.897337446363766;48.07850024397506;48.07850024397506, 4.897337446363766
PAIMP;PAIMPOL;Poste de transformation;EN EXPLOITATION;63kV;-3.0424727557170512;48.76398917517165;48.76398917517165, -3.0424727557170512
PALUD;PALUD (LA);Poste de transformation;EN EXPLOITATION;63kV;4.69741516089747;44.31875374879974;44.31875374879974, 4.69741516089747
PASSA;PASSAIRE;Poste de transformation;EN EXPLOITATION;63kV;5.7566297722221655;43.866938048495264;43.866938048495264, 5.7566297722221655
PAU.N;PAU-NORD;Poste de transformation;EN EXPLOITATION;63kV;-0.3806488417137547;43.325484875237535;43.325484875237535, -0.3806488417137547
PEBER;PEBERNAT;Poste de transformation;EN EXPLOITATION;63kV;1.593256925723481;43.17001846153618;43.17001846153618, 1.593256925723481
PECQ;PECQ (LE);Poste de transformation;EN EXPLOITATION;63kV;2.1054945326378345;48.90039632596607;48.90039632596607, 2.1054945326378345
PEILL;PEILLE;Poste de transformation;EN EXPLOITATION;63kV;7.373765846734148;43.79183570346928;43.79183570346928, 7.373765846734148
PELTR;PELTRE;Poste de transformation;EN EXPLOITATION;225kV;6.205291800785009;49.06216074434506;49.06216074434506, 6.205291800785009
PERIE;PERIERS;Poste de transformation;EN EXPLOITATION;90kV;-1.4010536289829012;49.19470949114096;49.19470949114096, -1.4010536289829012
PERNE;PERNES;Poste de transformation;EN EXPLOITATION;90kV;2.426423024886591;50.481213492496;50.481213492496, 2.426423024886591
PERON;PERONNE;Poste de transformation;EN EXPLOITATION;63kV;2.918203425565586;49.94223315382642;49.94223315382642, 2.918203425565586
PERR6;PERROS;Poste de transformation;EN EXPLOITATION;63kV;-3.4572856530267795;48.78240365086345;48.78240365086345, -3.4572856530267795
PERR7;PERROY;Poste de transformation;EN EXPLOITATION;63kV;3.172762395336212;47.38981119728731;47.38981119728731, 3.172762395336212
PERRE;PERRET;Poste de transformation;EN EXPLOITATION;225kV;2.283684973616502;48.89736472756892;48.89736472756892, 2.283684973616502
PESSA;PESSAC;Poste de transformation;EN EXPLOITATION;225kV;-0.6661195901791233;44.78812110967571;44.78812110967571, -0.6661195901791233
PEU.N;PEUGEOT-NORD;Poste de transformation;EN EXPLOITATION;63kV;6.81728705199246;47.51502446622474;47.51502446622474, 6.81728705199246
PICHE;PICHEGU;Poste de transformation;EN EXPLOITATION;63kV;4.458765363515818;43.71845577446053;43.71845577446053, 4.458765363515818
PINON;PINON;Poste de transformation;EN EXPLOITATION;63kV;3.4644095251641223;49.4806422491843;49.4806422491843, 3.4644095251641223
PLAIS;PLAISANCE;Poste de transformation;EN EXPLOITATION;225kV;2.5186398434834394;48.86538331747746;48.86538331747746, 2.5186398434834394
PLESS;PLESSES (LES);Poste de transformation;EN EXPLOITATION;90kV;-1.7257337542032938;46.493525785825724;46.493525785825724, -1.7257337542032938
PLEUM;PLEUMARTIN;Poste de transformation;EN EXPLOITATION;90kV;0.7780931795538126;46.74583128897476;46.74583128897476, 0.7780931795538126
PLISO;PLISON;Poste de transformation;EN EXPLOITATION;225kV;2.6631617787716353;48.557929305792555;48.557929305792555, 2.6631617787716353
PLOUI;PLOUICH;Poste de transformation;EN EXPLOITATION;63kV;3.4712787742532107;50.38962046744847;50.38962046744847, 3.4712787742532107
PLOUR;PLOURHAN;Poste de transformation;EN EXPLOITATION;63kV;-2.8934423878774487;48.63299913595861;48.63299913595861, -2.8934423878774487
PLUSQ;PLUSQUELLEC;Poste de transformation;EN EXPLOITATION;63kV;-3.447817644285227;48.39494945606405;48.39494945606405, -3.447817644285227
POL45;POLE 45;Poste de transformation;EN EXPLOITATION;90kV;1.8413002684033004;47.94289520474315;47.94289520474315, 1.8413002684033004
POLIS;POLISOT;Poste de transformation;EN EXPLOITATION;63kV;4.3838404152342605;48.081280215817145;48.081280215817145, 4.3838404152342605
POLLI;POLLIAT;Poste de transformation;EN EXPLOITATION;63kV;5.125914127074156;46.244666378789155;46.244666378789155, 5.125914127074156
POM.C;POMBLIERE (POSTE CENTRALE);Poste de transformation;EN EXPLOITATION;63kV;6.562874430834308;45.49872498605377;45.49872498605377, 6.562874430834308
PONS;PONS;Poste de transformation;EN EXPLOITATION;90kV;-0.5628375311662707;45.57278535644016;45.57278535644016, -0.5628375311662707
PORT6;PORTILLON;Poste de transformation;EN EXPLOITATION;90kV;0.677877418234729;47.40171463474437;47.40171463474437, 0.677877418234729
PORTE;PORTES;Poste de transformation;EN EXPLOITATION;63kV;4.8799944940610205;44.896753862594615;44.896753862594615, 4.8799944940610205
PORTI;PORTILLON POSTE-CENTRALE;Poste de transformation;EN EXPLOITATION;150kV;0.553528404171099;42.73254948550005;42.73254948550005, 0.553528404171099
POUGE;POUGET (LE);Poste de transformation;EN EXPLOITATION;225kV;2.7680630473653496;44.05912329941645;44.05912329941645, 2.7680630473653496
POURP;POURPRISES(LES);Poste de transformation;EN EXPLOITATION;63kV;3.1450434096594027;48.3174722549546;48.3174722549546, 3.1450434096594027
PRAT;PRAT (LE)(CLIENT);Poste de transformation;EN EXPLOITATION;63kV;-2.7109522145404785;47.657285857723814;47.657285857723814, -2.7109522145404785
PRAT5;PRAT (LE);Poste de transformation;EN EXPLOITATION;63kV;2.555791349131718;46.25613877284477;46.25613877284477, 2.555791349131718
PRATC;PRATCLAUX;Poste de transformation;EN EXPLOITATION;225kV;3.649845012412579;44.973429713614706;44.973429713614706, 3.649845012412579
PRAUT;PRAUTHOY;Poste de transformation;EN EXPLOITATION;63kV;5.28000442013235;47.68807121088515;47.68807121088515, 5.28000442013235
PREMY;PREMY;Poste de transformation;EN EXPLOITATION;90kV;3.1829854169691223;50.17297489976828;50.17297489976828, 3.1829854169691223
PRIEU;PRIEURE (LE);Poste de transformation;EN EXPLOITATION;63kV;3.7636203602207297;49.09076828254516;49.09076828254516, 3.7636203602207297
PRIVA;PRIVAS;Poste de transformation;EN EXPLOITATION;63kV;4.603068082336564;44.72421781297697;44.72421781297697, 4.603068082336564
PTAC;PONTAC;Poste de transformation;EN EXPLOITATION;63kV;-0.5484882955239184;44.76042805252003;44.76042805252003, -0.5484882955239184
PTCHA;PONTCHATEAU;Poste de transformation;EN EXPLOITATION;225kV;-2.099963509292056;47.431964550180155;47.431964550180155, -2.099963509292056
PTET;PONTET (LE);Poste de transformation;EN EXPLOITATION;63kV;4.866493101159999;43.985232685548354;43.985232685548354, 4.866493101159999
PUGET;PUGET;Poste de transformation;EN EXPLOITATION;63kV;6.680847160638956;43.45214462483965;43.45214462483965, 6.680847160638956
PUISE;PUISEUX;Poste de transformation;EN EXPLOITATION;225kV;2.0127597177839167;49.05453857222026;49.05453857222026, 2.0127597177839167
PURPA;PURPAN;Poste de transformation;EN EXPLOITATION;63kV;1.397986577994204;43.61375031822218;43.61375031822218, 1.397986577994204
PUYBE;PUYBELLIARD;Poste de transformation;EN EXPLOITATION;90kV;-1.038330620585652;46.704511901202316;46.704511901202316, -1.038330620585652
PUYRE;PUYRENAUD;Poste de transformation;EN EXPLOITATION;90kV;0.1557253300655178;45.70475041407521;45.70475041407521, 0.1557253300655178
PYRIM;PYRIMONT;Poste de transformation;EN EXPLOITATION;63kV;5.803907072567928;46.018299143808974;46.018299143808974, 5.803907072567928
Q.ECL;QUATRE-ECLUSES;Poste de transformation;EN EXPLOITATION;225kV;2.3829344993548593;51.02898837003268;51.02898837003268, 2.3829344993548593
QUARO;QUAROUBLE;Poste de transformation;EN EXPLOITATION;63kV;3.6380333440315566;50.394914723461035;50.394914723461035, 3.6380333440315566
QUIM5;QUIMPERLE;Poste de transformation;EN EXPLOITATION;63kV;-3.5498503554013023;47.88350907025791;47.88350907025791, -3.5498503554013023
QUIMP;QUIMPER;Poste de transformation;EN EXPLOITATION;63kV;-4.071218782813848;47.99299729799281;47.99299729799281, -4.071218782813848
QUING;QUINGEY;Poste de transformation;EN EXPLOITATION;63kV;5.8771294996049015;47.10077210477234;47.10077210477234, 5.8771294996049015
QUINT;QUINTES (LES);Poste de transformation;EN EXPLOITATION;400kV;0.24023137401002873;47.88627877120843;47.88627877120843, 0.24023137401002873
R.GI5;RIVE-DE-GIER;Poste de transformation;EN EXPLOITATION;63kV;4.6355118064469725;45.537861075216455;45.537861075216455, 4.6355118064469725
R.GIE;RIVE-DE-GIER (CLIENT);Poste de transformation;EN EXPLOITATION;63kV;4.596848548090598;45.52217552676883;45.52217552676883, 4.596848548090598
R.LAN;RION-DES-LANDES;Poste de transformation;EN EXPLOITATION;63kV;-0.9152857398399561;43.918736890349734;43.918736890349734, -0.9152857398399561
RAMBO;RAMBOUILLET;Poste de transformation;EN EXPLOITATION;90kV;1.8472551768476437;48.64371950127926;48.64371950127926, 1.8472551768476437
RAN.P;RANCE-POSTE;Poste de transformation;EN EXPLOITATION;225kV;-2.0325492791827986;48.617107592479094;48.617107592479094, -2.0325492791827986
RATEA;RATEAUX (LES);Poste de transformation;EN EXPLOITATION;63kV;6.710848621452173;45.887120071584164;45.887120071584164, 6.710848621452173
REBOU;REBOUL;Poste de transformation;EN EXPLOITATION;63kV;4.709772354790214;44.41335624994245;44.41335624994245, 4.709772354790214
RECRE;RECREDY (LE);Poste de transformation;EN EXPLOITATION;90kV;-1.4327660041822414;46.792782759534106;46.792782759534106, -1.4327660041822414
REFRA;REFRAIN (LE);Poste de transformation;EN EXPLOITATION;63kV;6.873081427036616;47.187337324937765;47.187337324937765, 6.873081427036616
RELE;RELE;Poste de transformation;EN EXPLOITATION;225kV;6.026572043505789;48.96672414148395;48.96672414148395, 6.026572043505789
